Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
43870,19,7,28025,961,8,40,DDoS
53756,17,42,24533,907,8,5,DDoS
57481,69,4,46897,944,7,19,DDoS
2283,39,69,78661,700,7,43,DDoS
34691,82,5,21998,887,1,15,DDoS
2125,71,75,62248,796,2,20,DDoS
68065,81,92,24057,71,7,14,DDoS
27170,39,80,80244,336,4,38,DDoS
9438,36,41,84608,725,6,41,DDoS
21095,40,94,71631,972,7,3,DDoS
17154,45,4,98031,968,5,23,DDoS
9004,4,2,68173,888,4,2,DDoS
10752,25,67,81206,142,7,49,DDoS
56426,69,21,39734,593,0,0,DDoS
27819,30,70,63072,599,0,29,DDoS
93051,76,43,65175,198,0,12,DDoS
25217,68,82,64783,365,2,17,DDoS
89708,88,69,95194,80,9,39,DDoS
33994,29,9,71739,272,5,10,DDoS
16036,73,84,88054,315,5,41,DDoS
78275,68,28,52042,567,4,28,DDoS
98756,51,26,53357,233,6,3,DDoS
50416,24,82,9669,337,4,24,DDoS
10587,14,83,68902,771,1,35,DDoS
96665,69,3,19910,597,3,35,DDoS
1645,18,73,57959,83,0,43,DDoS
31930,42,95,97623,520,6,39,DDoS
82835,57,49,1366,151,3,27,DDoS
31090,83,17,49415,594,3,44,DDoS
88489,12,63,10907,111,3,7,DDoS
53142,82,55,96825,615,2,20,DDoS
27475,17,23,33780,590,7,34,DDoS
19888,30,34,58879,74,3,43,DDoS
44732,88,69,86159,202,7,17,DDoS
82623,75,15,36085,962,8,46,DDoS
47305,99,47,66499,71,0,24,DDoS
47037,23,3,21426,541,3,45,DDoS
10346,81,83,49197,250,5,40,DDoS
1587,1,28,8485,724,7,4,DDoS
13763,79,3,50527,419,5,46,DDoS
60165,32,4,65600,309,5,7,DDoS
70615,9,88,99560,204,9,22,DDoS
37116,15,31,92005,463,3,2,DDoS
86751,28,45,82439,583,8,43,DDoS
92353,24,59,69748,628,6,36,DDoS
91301,60,45,59528,646,5,30,DDoS
96648,35,75,28799,310,0,28,DDoS
26556,86,37,47339,788,1,40,DDoS
60042,27,65,17087,465,5,19,DDoS
19099,83,9,8446,998,0,2,DDoS
46096,76,17,51460,211,4,22,DDoS
72986,20,65,95817,683,0,39,DDoS
14230,65,3,59260,865,2,20,DDoS
30009,85,26,15877,311,6,12,DDoS
71969,49,53,25723,633,4,7,DDoS
34866,1,31,13943,346,9,4,DDoS
85246,10,26,11306,41,0,24,DDoS
77975,47,23,37784,980,0,38,DDoS
42855,59,30,21455,107,7,36,DDoS
82557,96,10,91027,993,8,40,DDoS
7416,62,72,72448,768,6,4,DDoS
73516,86,89,30974,782,2,7,DDoS
56915,18,64,28371,200,5,43,DDoS
19058,46,22,99746,550,2,3,DDoS
77637,32,15,4936,57,9,40,DDoS
41718,27,56,34166,259,3,21,DDoS
33602,92,74,26727,235,3,13,DDoS
75658,18,20,64969,281,2,18,DDoS
79112,39,47,29368,674,9,12,DDoS
59067,49,87,69531,494,5,34,DDoS
28516,93,53,40097,337,4,3,DDoS
88969,82,53,35984,806,8,32,DDoS
2089,44,1,51859,189,8,21,DDoS
38346,72,2,45291,823,2,0,DDoS
75663,54,58,66228,674,8,10,DDoS
11487,95,19,93099,755,2,15,DDoS
1155,34,62,23150,32,3,3,DDoS
68494,71,78,23061,939,0,28,DDoS
77229,36,72,30178,972,4,38,DDoS
39547,18,12,57790,615,8,43,DDoS
29795,38,26,66696,379,1,37,DDoS
56296,59,27,16648,254,3,23,DDoS
22447,9,29,62779,811,9,8,DDoS
37598,73,15,37672,169,1,7,DDoS
42814,72,46,70109,382,7,13,DDoS
91751,51,1,61521,294,8,14,DDoS
76330,35,60,35593,530,2,21,DDoS
99745,82,92,14786,459,8,36,DDoS
88960,5,57,95036,706,5,14,DDoS
64278,14,3,10815,816,5,5,DDoS
56077,92,18,22966,656,6,0,DDoS
72906,30,52,14794,631,4,19,DDoS
10528,4,60,32423,590,5,40,DDoS
94812,39,34,22302,145,0,35,DDoS
51100,84,96,62064,105,2,1,DDoS
9179,64,93,87800,128,8,5,DDoS
49781,25,89,86140,383,4,1,DDoS
56267,28,60,28835,283,4,2,DDoS
83379,76,26,74356,879,7,6,DDoS
24952,66,72,50282,887,1,19,DDoS
54798,78,19,53714,859,6,48,DDoS
99696,22,22,68035,186,8,40,DDoS
51939,31,93,24814,882,6,40,DDoS
30516,23,33,25089,758,4,4,DDoS
57526,48,38,74162,793,5,24,DDoS
11449,20,35,56831,286,3,37,DDoS
51290,38,67,33746,147,6,17,DDoS
87661,55,83,82673,883,0,0,DDoS
73954,68,10,52940,141,3,24,DDoS
23746,79,91,87796,53,2,16,DDoS
68990,88,15,37476,132,3,45,DDoS
59810,89,11,27283,145,0,14,DDoS
84297,1,90,2769,376,1,4,DDoS
16223,7,24,43278,382,8,16,DDoS
73237,57,77,47994,135,6,20,DDoS
3597,95,96,63898,448,5,22,DDoS
66677,12,4,16634,796,1,42,DDoS
3659,5,13,11965,585,0,9,DDoS
87516,50,73,28566,817,1,16,DDoS
75567,42,57,53196,753,6,0,DDoS
16037,12,98,99679,60,1,36,DDoS
47738,18,37,49285,146,2,47,DDoS
72678,66,48,56499,167,7,6,DDoS
13109,74,71,20420,65,6,11,DDoS
23010,79,1,26236,602,8,39,DDoS
9787,94,60,7218,753,3,49,DDoS
9472,17,12,50892,437,6,0,DDoS
24383,68,21,75031,452,0,19,DDoS
62709,71,11,65057,920,1,43,DDoS
70785,62,44,79609,973,6,30,DDoS
35518,41,58,77907,335,1,3,DDoS
54909,95,44,84130,649,5,25,DDoS
19351,34,78,12226,647,9,11,DDoS
70624,70,98,53271,838,8,21,DDoS
54330,45,34,11046,89,4,0,DDoS
16282,58,25,38117,483,9,0,DDoS
85866,51,4,5965,386,6,2,DDoS
22778,34,64,60478,878,0,11,DDoS
25264,44,90,79872,928,7,20,DDoS
60675,15,16,58277,342,8,12,DDoS
6075,78,10,86379,184,4,12,DDoS
76948,70,66,60613,666,5,40,DDoS
49454,50,35,18373,450,7,17,DDoS
29365,32,83,46452,135,3,32,DDoS
73766,67,6,51089,703,1,5,DDoS
49200,3,19,7654,228,9,24,DDoS
12002,86,59,32280,957,7,22,DDoS
14947,86,53,57141,287,1,23,DDoS
80222,74,8,88943,494,4,36,DDoS
95840,51,78,68894,604,5,25,DDoS
79610,67,10,27583,944,4,3,DDoS
53142,76,67,95242,150,5,37,DDoS
57307,93,38,7360,855,5,34,DDoS
5493,48,29,54968,616,2,48,DDoS
51085,17,15,4743,886,2,10,DDoS
35228,7,87,8159,715,8,35,DDoS
80676,13,23,33151,119,2,24,DDoS
52875,66,82,1518,61,2,19,DDoS
32655,4,46,17652,624,1,0,DDoS
44472,10,83,79461,622,6,29,DDoS
50437,88,28,72011,663,9,3,DDoS
50416,17,26,43348,722,9,22,DDoS
60711,52,10,76422,979,3,34,DDoS
7816,6,47,78001,328,0,41,DDoS
78175,83,4,77757,208,5,21,DDoS
65307,69,55,25395,805,4,30,DDoS
47733,96,66,3335,738,1,0,DDoS
96028,74,67,71112,55,5,3,DDoS
12240,9,7,1500,514,0,18,DDoS
99234,91,55,93211,549,2,29,DDoS
93493,77,80,9083,523,3,0,DDoS
99344,83,31,82256,904,2,47,DDoS
72363,21,74,6543,26,5,18,DDoS
33762,24,19,69812,324,3,20,DDoS
9259,4,28,53237,445,0,21,DDoS
51139,24,81,97171,397,4,49,DDoS
15849,59,28,90716,86,4,1,DDoS
82768,99,19,7613,987,8,5,DDoS
90709,3,87,67863,908,7,20,DDoS
55869,68,20,41540,380,7,32,DDoS
64095,40,13,77202,174,4,18,DDoS
71910,48,77,27255,618,7,26,DDoS
87710,54,43,86666,626,9,36,DDoS
24567,35,11,23068,33,6,28,DDoS
36292,95,48,50057,721,0,27,DDoS
75813,56,15,19946,44,6,33,DDoS
98136,89,17,21547,523,7,0,DDoS
52631,40,54,86237,810,2,47,DDoS
10885,77,50,6769,853,8,24,DDoS
60659,68,28,25883,863,7,20,DDoS
55306,46,83,62340,470,1,33,DDoS
67314,78,4,80199,147,5,25,DDoS
66087,13,22,36162,858,3,35,DDoS
30165,27,86,89388,583,2,34,DDoS
59929,6,39,86924,820,5,22,DDoS
68028,17,34,34434,718,9,16,DDoS
96998,36,97,23102,898,8,46,DDoS
50812,99,44,22536,580,1,41,DDoS
51500,81,42,78891,274,9,11,DDoS
80151,2,40,68770,342,9,43,DDoS
59643,77,97,51388,197,9,19,DDoS
45900,52,12,51775,72,4,38,DDoS
43946,66,2,32147,829,5,26,DDoS
8851,52,28,51526,288,3,41,DDoS
17288,92,74,24659,551,6,36,DDoS
73692,43,86,83096,180,1,19,DDoS
68580,90,81,24088,512,6,10,DDoS
8368,22,90,69464,973,1,27,DDoS
86436,55,67,60998,542,0,1,DDoS
97136,67,71,41382,308,4,23,DDoS
47403,99,72,29184,210,1,15,DDoS
92170,60,84,21099,144,7,11,DDoS
10168,58,76,70810,281,7,15,DDoS
87497,12,99,91506,544,0,35,DDoS
50879,88,81,92280,451,3,1,DDoS
60871,69,92,38739,96,8,24,DDoS
90388,84,10,9389,40,4,28,DDoS
99646,39,86,18352,130,9,27,DDoS
33174,13,57,22148,78,5,9,DDoS
93491,41,97,32828,655,2,44,DDoS
7581,57,86,69040,892,4,22,DDoS
72853,53,37,57795,970,0,31,DDoS
65046,12,77,59620,836,7,30,DDoS
50678,13,91,95279,505,5,18,DDoS
27649,74,64,95430,933,1,14,DDoS
89668,97,79,97531,155,3,32,DDoS
83325,57,86,58114,993,3,16,DDoS
15567,40,94,41711,342,8,35,DDoS
81404,80,40,18748,490,8,19,DDoS
90906,45,98,89636,915,4,8,DDoS
97019,35,60,34691,272,2,37,DDoS
62944,3,98,89517,302,0,2,DDoS
79002,5,48,66282,438,5,1,DDoS
29803,90,99,99244,95,7,17,DDoS
19230,11,19,61360,25,0,22,DDoS
18862,71,72,11246,737,0,18,DDoS
44355,56,33,60395,637,6,6,DDoS
32259,10,44,33486,127,6,34,DDoS
88445,34,92,31340,279,1,49,DDoS
31795,67,37,85874,404,2,19,DDoS
9770,72,89,51300,988,1,19,DDoS
12093,31,36,4086,864,5,18,DDoS
47571,75,81,92071,171,7,40,DDoS
1193,71,88,15860,709,7,15,DDoS
18569,66,21,18013,113,0,37,DDoS
12190,70,2,8407,662,8,20,DDoS
63824,41,31,34542,176,7,28,DDoS
43752,63,97,25935,309,8,43,DDoS
33327,32,30,50079,37,8,37,DDoS
43070,20,76,35111,433,5,44,DDoS
86925,57,44,57550,793,2,23,DDoS
41197,98,12,76697,571,0,36,DDoS
3261,50,51,90117,892,7,28,DDoS
94905,80,49,98813,165,9,30,DDoS
27512,25,24,87936,333,2,44,DDoS
7716,12,24,77955,357,6,38,DDoS
87795,71,60,41565,130,9,11,DDoS
29933,39,11,20283,965,5,29,DDoS
5378,17,13,67470,661,2,3,DDoS
41583,45,91,87916,537,5,29,DDoS
86371,11,72,80552,830,2,4,DDoS
30033,70,74,39233,959,8,15,DDoS
25000,23,72,23695,570,0,26,DDoS
76868,91,64,91488,173,7,3,DDoS
43604,70,20,43734,71,4,7,DDoS
69336,38,72,82257,349,3,47,DDoS
96074,2,73,2505,675,0,7,DDoS
96655,86,71,6363,321,8,16,DDoS
74869,84,78,49708,385,8,45,DDoS
6410,89,28,44614,355,4,43,DDoS
84375,79,2,2010,159,8,2,DDoS
57044,93,43,20861,897,9,26,DDoS
64315,72,8,25125,594,8,33,DDoS
97055,37,13,10369,590,6,44,DDoS
72344,49,85,70393,986,7,20,DDoS
7796,52,92,27671,186,0,42,DDoS
87716,33,35,76400,363,3,23,DDoS
55245,22,23,65512,523,9,43,DDoS
44056,5,46,99026,318,9,49,DDoS
18709,18,15,76656,128,3,40,DDoS
59557,38,2,86759,528,8,28,DDoS
18543,37,61,98686,776,2,38,DDoS
38418,94,76,45138,982,9,5,DDoS
95611,95,64,54420,925,9,13,DDoS
97038,64,52,69089,487,0,49,DDoS
17724,10,36,16489,423,4,13,DDoS
4828,79,67,60789,596,6,36,DDoS
18087,42,69,70925,360,3,23,DDoS
13605,48,67,50703,515,8,12,DDoS
32337,44,47,88486,204,5,0,DDoS
6482,82,83,77625,196,5,11,DDoS
66333,87,2,59228,459,2,41,DDoS
93541,97,44,4051,505,9,23,DDoS
89296,16,64,39090,524,9,36,DDoS
51952,54,81,29805,705,4,19,DDoS
6463,35,78,95978,856,9,5,DDoS
71448,98,28,45557,282,5,11,DDoS
5648,28,91,3555,889,3,20,DDoS
34623,2,54,51241,61,2,2,DDoS
60156,94,74,79303,272,4,26,DDoS
36634,13,67,66994,377,6,45,DDoS
45602,41,36,17066,142,5,35,DDoS
50334,80,63,5721,234,1,16,DDoS
69648,59,25,78982,319,0,48,DDoS
23054,69,86,7304,582,4,45,DDoS
71028,92,48,43967,886,4,14,DDoS
23207,53,39,79763,25,5,38,DDoS
81650,45,47,41462,750,2,3,DDoS
82554,20,94,72834,204,0,16,DDoS
22386,24,21,51155,772,3,37,DDoS
84276,61,30,76842,452,3,10,DDoS
60518,91,92,3589,312,9,11,DDoS
53781,94,31,38078,57,1,46,DDoS
53780,58,26,55918,756,7,31,DDoS
62440,27,22,14601,130,5,26,DDoS
45199,26,21,8711,508,2,43,DDoS
62035,7,1,87900,841,0,42,DDoS
9210,42,37,60430,571,2,26,DDoS
45363,47,77,64327,478,7,48,DDoS
79279,53,85,96146,50,3,39,DDoS
61348,59,46,4970,465,2,43,DDoS
56284,38,9,70535,543,3,28,DDoS
73124,69,17,87570,380,3,8,DDoS
69847,87,47,37176,191,1,42,DDoS
23432,92,85,42730,526,3,2,DDoS
65089,98,95,83168,666,8,38,DDoS
56398,53,59,14385,878,3,28,DDoS
4321,15,54,6950,599,0,20,DDoS
82348,96,86,74511,240,0,34,DDoS
38383,26,12,54009,818,0,47,DDoS
79682,48,64,87850,357,4,9,DDoS
80190,95,6,24398,488,5,22,DDoS
53893,19,53,26277,218,5,38,DDoS
36820,9,16,27761,684,5,24,DDoS
67262,64,90,65435,689,8,23,DDoS
4760,93,5,64944,287,0,19,DDoS
23190,54,73,32533,758,9,14,DDoS
68411,51,46,73502,697,5,20,DDoS
24377,39,14,73123,62,7,41,DDoS
47737,4,44,23880,870,7,11,DDoS
70569,3,63,71627,19,2,17,DDoS
39211,64,94,42753,667,4,22,DDoS
83909,29,52,97666,748,9,40,DDoS
4744,11,26,83597,757,3,28,DDoS
25995,97,53,88829,473,0,40,DDoS
17977,58,29,2561,763,8,35,DDoS
98938,75,19,54205,826,4,4,DDoS
35542,27,47,60810,592,1,38,DDoS
11651,97,8,65482,167,1,25,DDoS
79931,21,23,70192,28,6,38,DDoS
96344,39,35,88154,64,3,10,DDoS
17715,95,95,87066,965,0,41,DDoS
45409,46,53,88408,736,4,10,DDoS
25306,66,99,29330,977,1,17,DDoS
20086,91,96,17139,730,6,11,DDoS
15376,36,58,33977,30,8,15,DDoS
62350,75,5,5983,291,0,26,DDoS
72425,82,16,40909,770,1,35,DDoS
37636,65,17,65480,549,5,16,DDoS
87120,63,32,50029,944,7,48,DDoS
52649,99,96,22329,426,6,20,DDoS
35610,35,52,37734,817,8,36,DDoS
11058,31,20,43837,732,1,30,DDoS
75637,28,66,75354,294,8,44,DDoS
79033,1,84,77454,541,3,34,DDoS
71194,25,82,67786,541,2,26,DDoS
77917,43,1,5758,520,6,22,DDoS
65200,84,58,68699,851,4,31,DDoS
47619,67,93,83673,405,4,16,DDoS
18154,63,93,98639,129,1,10,DDoS
20539,51,83,22832,106,5,0,DDoS
61058,2,44,2868,129,5,27,DDoS
63068,82,6,51665,546,3,17,DDoS
78313,64,50,42862,162,4,48,DDoS
31373,74,72,20728,254,6,40,DDoS
34154,69,88,94565,781,7,19,DDoS
7031,9,20,40857,525,5,6,DDoS
94533,2,14,29183,402,4,36,DDoS
72975,34,5,89321,152,2,15,DDoS
23785,60,41,19940,513,6,38,DDoS
79928,61,40,6280,803,7,44,DDoS
29669,31,34,3164,856,2,44,DDoS
95475,10,80,93724,867,4,46,DDoS
3282,76,45,80624,229,1,22,DDoS
35624,36,71,19405,848,9,31,DDoS
49438,85,80,3821,169,9,48,DDoS
90900,49,71,56090,85,3,16,DDoS
68534,70,27,23516,620,3,18,DDoS
32705,49,78,11473,701,7,41,DDoS
39244,3,78,47454,648,2,33,DDoS
75964,74,44,43530,41,4,13,DDoS
38437,5,33,78714,786,4,2,DDoS
78872,90,33,93554,343,1,38,DDoS
75878,61,44,83633,534,8,24,DDoS
73982,85,20,80632,449,3,10,DDoS
51583,90,36,70081,901,8,48,DDoS
39392,26,7,25798,949,8,14,DDoS
8461,72,32,1863,361,1,18,DDoS
11516,5,67,17148,348,8,42,DDoS
80285,15,39,87545,935,8,14,DDoS
18514,16,93,55459,409,1,14,DDoS
37268,1,24,84345,405,5,37,DDoS
91486,16,86,85224,211,8,14,DDoS
37788,37,70,67189,971,3,8,DDoS
76749,3,88,9129,539,1,4,DDoS
62049,52,87,92954,918,6,18,DDoS
63493,47,54,24118,102,8,23,DDoS
37027,95,38,1443,801,5,28,DDoS
94547,13,74,28041,367,3,4,DDoS
43849,80,80,90379,405,0,21,DDoS
18858,55,75,22053,837,3,12,DDoS
85162,21,32,97384,69,2,49,DDoS
80003,66,45,38204,486,6,48,DDoS
53395,54,61,43240,735,9,46,DDoS
40758,27,70,94749,621,4,45,DDoS
55312,38,88,62102,10,2,28,DDoS
69670,90,97,9291,564,1,15,DDoS
83279,58,53,17285,320,1,35,DDoS
16434,62,51,93422,177,4,16,DDoS
65047,46,76,62589,201,7,19,DDoS
48775,89,56,14944,43,7,13,DDoS
76769,11,27,89876,43,4,49,DDoS
67677,72,38,96561,697,1,5,DDoS
84555,8,62,55391,426,3,21,DDoS
86920,97,18,2607,717,6,39,DDoS
46734,71,64,3953,167,5,8,DDoS
89503,64,77,45941,766,9,31,DDoS
41603,21,30,72469,509,6,23,DDoS
77708,72,49,77922,375,4,32,DDoS
82926,63,41,62683,349,1,12,DDoS
69803,85,13,71218,867,7,34,DDoS
40332,64,34,12154,344,1,5,DDoS
92703,20,94,10047,592,7,48,DDoS
22312,8,25,89529,336,6,39,DDoS
94376,58,66,76874,123,2,29,DDoS
85526,46,18,15323,806,3,37,DDoS
45179,31,5,38693,928,6,15,DDoS
72442,93,19,59730,427,3,0,DDoS
41379,9,42,90170,477,8,41,DDoS
18297,15,18,27292,152,6,17,DDoS
3011,94,32,46111,618,0,21,DDoS
45014,26,21,76453,318,0,25,DDoS
12738,10,10,76681,410,3,13,DDoS
95333,29,37,96253,329,8,36,DDoS
48498,80,49,40491,221,3,48,DDoS
12120,36,86,50336,326,4,13,DDoS
9767,84,13,17905,194,0,25,DDoS
23852,37,55,31273,214,1,49,DDoS
80239,86,17,27234,373,3,35,DDoS
1929,71,9,79885,225,3,22,DDoS
78487,23,88,67538,255,9,1,DDoS
92575,41,44,33573,248,5,38,DDoS
96040,93,78,94339,814,5,6,DDoS
18438,80,46,65320,400,7,38,DDoS
49515,28,8,12330,529,8,44,DDoS
6744,48,37,93040,992,0,21,DDoS
84820,38,19,81516,599,0,27,DDoS
43417,31,63,73553,845,5,37,DDoS
8069,14,92,42353,286,3,19,DDoS
43359,97,46,17011,966,3,48,DDoS
20799,73,94,84537,211,0,17,DDoS
99746,91,71,61985,223,8,23,DDoS
94762,88,26,18044,615,2,32,DDoS
71188,77,46,39292,487,4,44,DDoS
90859,90,46,6250,517,9,25,DDoS
8597,29,75,24289,985,0,18,DDoS
48093,51,14,34087,84,7,47,DDoS
38226,49,85,76952,991,2,41,DDoS
73127,43,63,91695,678,0,12,DDoS
92369,92,72,37368,674,9,9,DDoS
78362,92,3,71815,963,5,13,DDoS
27417,72,28,91693,151,0,8,DDoS
19693,87,29,62040,599,2,10,DDoS
80674,93,87,59900,331,4,2,DDoS
54161,5,18,16494,703,3,39,DDoS
3169,42,35,46166,470,6,11,DDoS
85092,7,77,92110,716,5,34,DDoS
23052,42,76,26333,679,2,38,DDoS
72849,36,47,34050,155,7,45,DDoS
74851,27,5,98799,63,7,38,DDoS
9036,58,75,99075,365,1,31,DDoS
32778,46,59,80566,286,6,38,DDoS
28734,66,75,89257,830,0,13,DDoS
24173,25,59,49070,604,1,43,DDoS
31403,73,47,6166,409,7,0,DDoS
67321,27,95,8121,677,0,26,DDoS
72675,1,95,15677,525,1,36,DDoS
7344,87,13,57561,508,0,42,DDoS
19800,74,78,97777,320,4,0,DDoS
26372,42,89,82909,280,6,44,DDoS
62516,52,33,88409,585,5,28,DDoS
21538,25,97,38664,458,5,23,DDoS
64918,54,62,2293,121,5,16,DDoS
15973,67,79,23443,248,7,34,DDoS
72155,6,16,50212,153,4,30,DDoS
60500,58,44,85131,383,9,41,DDoS
37575,70,58,76276,29,6,31,DDoS
43261,53,6,13559,585,2,18,DDoS
28716,66,89,66231,298,8,30,DDoS
4236,58,15,40044,602,9,38,DDoS
16848,82,4,22747,206,2,19,DDoS
3352,87,56,74509,391,5,27,DDoS
2932,2,64,81869,590,2,2,DDoS
77449,76,68,31129,707,0,31,DDoS
9556,22,94,1037,688,0,21,DDoS
87836,37,34,98847,726,2,43,DDoS
6498,20,91,49503,501,3,41,DDoS
77118,24,95,29207,173,1,43,DDoS
51098,84,56,34241,615,8,14,DDoS
65386,65,32,1058,258,7,37,DDoS
10569,65,9,69172,77,2,18,DDoS
57882,81,63,97171,864,6,30,DDoS
71393,1,72,15834,30,3,25,DDoS
1340,94,78,82113,840,4,4,DDoS
44949,3,33,28190,521,3,19,DDoS
83302,46,87,73832,606,8,1,DDoS
63443,55,21,22383,399,6,20,DDoS
92668,75,55,25660,545,3,35,DDoS
75027,88,76,3674,120,7,27,DDoS
1138,86,57,23820,958,1,19,DDoS
1358,64,2,86040,872,6,36,DDoS
76250,45,13,26666,604,0,38,DDoS
86376,26,4,44794,879,7,35,DDoS
31654,77,84,3076,469,5,10,DDoS
26879,65,50,65854,87,4,2,DDoS
82532,24,48,53342,443,8,36,DDoS
56778,74,78,38555,389,8,19,DDoS
38772,35,30,56208,661,2,31,DDoS
59478,24,29,33406,449,8,46,DDoS
65353,28,8,62572,897,8,24,DDoS
27762,80,12,41262,792,1,20,DDoS
14283,16,41,92320,348,4,49,DDoS
64922,59,26,87661,997,1,15,DDoS
40420,81,50,24216,433,0,47,DDoS
56568,54,2,69117,178,6,41,DDoS
86090,79,55,82136,718,3,0,DDoS
21219,16,56,31284,974,4,22,DDoS
58169,15,14,21171,271,3,42,DDoS
75965,98,6,91627,736,5,48,DDoS
47840,11,95,15333,588,1,23,DDoS
45695,65,81,31535,238,7,46,DDoS
85754,79,89,90023,170,3,24,DDoS
78988,90,61,76940,436,7,6,DDoS
59342,68,96,34700,131,2,37,DDoS
19951,43,12,84583,158,4,46,DDoS
2307,69,13,42516,861,2,46,DDoS
81388,99,19,16577,714,6,38,DDoS
91768,13,44,90834,752,2,34,DDoS
36428,10,89,16015,120,7,13,DDoS
93021,75,95,92104,666,8,8,DDoS
76774,82,59,92740,230,1,2,DDoS
39975,98,37,98284,913,2,37,DDoS
2140,41,25,92803,73,6,19,DDoS
25842,50,16,22236,647,4,40,DDoS
27421,87,38,99151,739,9,32,DDoS
2708,71,43,67640,805,6,40,DDoS
4630,59,87,84190,363,1,43,DDoS
20595,39,14,46704,483,3,31,DDoS
77021,3,6,43369,918,0,35,DDoS
29308,76,89,4646,757,4,25,DDoS
45789,7,23,88007,494,7,47,DDoS
56690,49,60,26906,22,0,4,DDoS
27086,26,12,87643,943,6,48,DDoS
17859,33,13,48728,162,6,29,DDoS
8684,48,98,15878,248,6,16,DDoS
92088,79,6,10145,199,0,5,DDoS
2207,2,63,89578,672,2,14,DDoS
47099,71,38,19226,95,1,0,DDoS
68496,32,50,3802,30,4,12,DDoS
67093,4,52,25119,703,1,47,DDoS
30689,20,40,64560,328,4,33,DDoS
49651,36,8,58353,167,4,29,DDoS
14893,32,61,93721,980,3,18,DDoS
98808,28,8,63126,973,6,1,DDoS
67418,77,97,72641,490,9,43,DDoS
61011,1,34,52712,888,5,11,DDoS
39635,60,79,53189,85,1,39,DDoS
57115,56,60,58784,338,3,43,DDoS
96071,35,57,69285,425,6,23,DDoS
79405,30,99,43949,212,8,10,DDoS
73702,54,46,35129,238,8,1,DDoS
79518,36,22,25512,161,2,0,DDoS
73805,55,87,80031,784,0,27,DDoS
59954,89,40,64554,81,8,3,DDoS
29064,80,45,3064,234,7,40,DDoS
80063,58,55,96614,482,6,29,DDoS
3454,83,51,52567,906,5,6,DDoS
21878,65,86,31011,652,9,21,DDoS
52098,69,5,72152,369,6,25,DDoS
63154,51,95,74511,549,8,28,DDoS
13991,22,13,11960,820,5,24,DDoS
69344,88,28,94528,618,9,9,DDoS
37593,53,84,59920,55,2,19,DDoS
37304,36,97,22387,10,2,13,DDoS
31386,68,80,16324,687,3,32,DDoS
56220,36,62,64960,254,9,4,DDoS
70338,52,93,72779,228,9,44,DDoS
95289,53,87,33628,623,7,5,DDoS
22083,82,24,76096,300,9,21,DDoS
19354,50,98,48452,467,8,16,DDoS
23190,80,7,42098,213,7,14,DDoS
7142,41,38,71459,211,9,38,DDoS
29398,18,37,40235,575,1,39,DDoS
52971,22,68,87861,491,3,27,DDoS
42862,66,98,28949,801,3,1,DDoS
99668,21,42,23821,520,1,17,DDoS
54410,44,86,72612,933,7,26,DDoS
20503,47,5,23032,287,2,20,DDoS
49456,39,64,74537,25,1,22,DDoS
83035,29,50,16303,534,6,6,DDoS
9016,54,87,82993,365,0,47,DDoS
3384,90,15,13303,365,5,18,DDoS
63320,85,95,51701,839,2,8,DDoS
16072,17,73,51511,948,2,11,DDoS
81018,80,53,81664,608,4,45,DDoS
41510,60,25,19280,87,2,29,DDoS
49933,31,89,40427,937,3,6,DDoS
22826,73,85,98180,76,2,1,DDoS
69026,95,9,7967,868,6,16,DDoS
26518,78,38,7661,732,2,10,DDoS
25045,49,22,78952,223,9,49,DDoS
51876,2,87,67046,706,3,11,DDoS
93446,48,49,36200,458,1,2,DDoS
91102,14,68,68442,974,1,20,DDoS
52919,59,93,62671,442,8,13,DDoS
28103,97,15,92070,554,0,14,DDoS
37188,99,65,59168,124,0,41,DDoS
6845,58,54,49322,796,9,40,DDoS
87698,58,30,82984,429,0,9,DDoS
37674,51,93,38696,508,2,35,DDoS
20337,84,20,71246,719,1,9,DDoS
23313,2,33,39892,389,2,16,DDoS
27943,41,86,16583,152,4,43,DDoS
78949,83,77,83720,749,8,24,DDoS
1276,82,7,56215,641,1,26,DDoS
52151,16,8,25853,874,0,32,DDoS
18611,4,28,7109,33,5,10,DDoS
12944,12,45,60757,548,2,12,DDoS
53887,29,73,7659,954,6,0,DDoS
82442,7,89,2238,84,5,30,DDoS
50847,14,80,16064,762,6,32,DDoS
59653,12,74,32115,544,4,20,DDoS
87072,99,11,32952,682,0,15,DDoS
57622,5,31,6620,50,2,38,DDoS
28810,81,12,45258,759,2,22,DDoS
78842,32,95,5470,760,6,9,DDoS
11503,74,78,23003,577,2,47,DDoS
85761,43,51,28571,422,4,32,DDoS
37976,81,44,25668,424,3,21,DDoS
12590,69,96,78259,458,3,40,DDoS
11886,45,50,97576,619,6,5,DDoS
13866,9,17,33046,667,0,46,DDoS
67624,49,35,71977,987,6,35,DDoS
69899,33,1,78255,783,7,46,DDoS
33792,18,29,6397,445,2,9,DDoS
10764,9,51,84481,561,2,15,DDoS
87156,62,64,23233,714,3,12,DDoS
43727,57,4,84336,248,5,19,DDoS
79471,29,87,61308,51,6,3,DDoS
9068,78,28,70726,743,0,19,DDoS
8295,25,16,64219,717,3,21,DDoS
42160,15,63,2130,809,6,28,DDoS
12390,6,76,15071,19,1,15,DDoS
